,Gene.1,log2fc,pvals_stud,p-values-corr,log10_p,log10_p-corr,marker_symbol,entrez,path,significant
10615,Gnaq,0.06683231707317283,0.01281964662869668,0.029677373212212886,1.8921239459031785,1.527574541732852,Gnaq,14682,path:mmu04015,False
10657,Gnas,0.04042256097560682,0.2566731104326244,0.3551845722983936,0.590619626468467,0.4495459063821395,Gnas,14683,path:mmu01522,False
10704,Gnat1,-0.4309115853658527,9.872599007992449e-09,1.2877431262814527e-07,8.005568502219509,6.890170759619392,Gnat1,14685,path:mmu04744,False
10705,Gnat2,-0.033556707317073275,0.3054928854919541,0.4091539688840593,0.514998899423273,0.3881132317148517,Gnat2,14686,path:mmu04744,False
10706,Gnat3,-0.13909085365853535,2.5586255517247838e-05,0.00013543657920463188,4.591993267344027,3.868264023972612,Gnat3,242851,path:mmu04742,False
10708,Gnaz,-0.18179329268292665,3.7036876040502014e-07,3.239984728943757e-06,6.431365652000573,5.489457036753602,Gnaz,14687,path:mmu04730,False
10709,Gnb1,-0.021160365853660323,0.5173123441500497,0.6170052457811949,0.28624715829633485,0.20971114357755008,Gnb1,14688,path:mmu04014,False
10729,Gnb2,-0.0048243902439022435,0.8667674199962716,0.904843076545345,0.06209742128133607,0.04342673228615397,Gnb2,14693,path:mmu04014,False
10747,Gnb3,0.013006707317073207,0.7485316835148511,0.8132651295987846,0.12578981230897165,0.08976784856237555,Gnb3,14695,path:mmu04014,False
10766,Gnb4,-0.0955749999999993,0.030819094389702463,0.06198737343396769,1.5111801270495735,1.2076967654438957,Gnb4,14696,path:mmu04014,False
10784,Gnb5,-0.1922804878048776,7.122580657233698e-09,9.606025240932538e-08,8.147362624041005,7.017456276537019,Gnb5,14697,path:mmu04014,False
10802,Gne,-0.11294512195122053,0.0009041460366653003,0.003039573319566872,3.0437614170958533,2.5171873762475414,Gne,50798,path:mmu00520,False
10804,Gng10,0.002864634146343193,0.8964071385807046,0.9264471941548579,0.04749469359852912,0.03317932965401328,Gng10,14700,path:mmu04014,False
10822,Gng11,-0.20050426829268544,7.613829974183252e-06,4.6843611576864284e-05,5.118396825722134,4.329349628812366,Gng11,66066,path:mmu04014,False
10840,Gng12,-0.03388719512195415,0.21988522394488466,0.3136805086133906,0.6578039537897746,0.5035124665258494,Gng12,14701,path:mmu04010,False
10860,Gng13,0.0272500000000031,0.3634760013386993,0.4680091101091225,0.4395242583406875,0.3297456930121719,Gng13,64337,path:mmu04014,False
10880,Gng2,-0.08456341463414674,0.019596710308735343,0.04233641729407701,1.707816827351375,1.3732858967947987,Gng2,14702,path:mmu04014,False
10898,Gng3,-0.04822378048780429,0.18782814844250745,0.27692286436476365,0.726239322627976,0.5576411848918255,Gng3,14704,path:mmu04014,False
10916,Gng4,-0.008871951219507679,0.8669113539555352,0.904843076545345,0.062025309047686474,0.04342673228615397,Gng4,14706,path:mmu04014,False
10934,Gng5,0.19116249999999724,2.3435075849536724e-06,1.6581493233137858e-05,5.630133636511941,4.780376361981711,Gng5,14707,path:mmu04014,False
